,param_max_depth,param_min_child_weight,split,accuracy,dataset
452,5,0.0,2,0.6523809523809524,left_240x20_fixed
453,5,0.0,3,0.5980861244019139,left_240x20_fixed
454,5,0.0,4,0.6028708133971292,left_240x20_fixed
455,5,0.2,0,0.6190476190476191,left_240x20_fixed
456,5,0.2,1,0.6142857142857143,left_240x20_fixed
457,5,0.2,2,0.6571428571428571,left_240x20_fixed
458,5,0.2,3,0.569377990430622,left_240x20_fixed
459,5,0.2,4,0.631578947368421,left_240x20_fixed
460,5,0.4,0,0.5904761904761905,left_240x20_fixed
461,5,0.4,1,0.6523809523809524,left_240x20_fixed
462,5,0.4,2,0.6333333333333333,left_240x20_fixed
463,5,0.4,3,0.6076555023923444,left_240x20_fixed
464,5,0.4,4,0.6411483253588517,left_240x20_fixed
465,5,0.6000000000000001,0,0.6285714285714286,left_240x20_fixed
466,5,0.6000000000000001,1,0.5952380952380952,left_240x20_fixed
467,5,0.6000000000000001,2,0.6333333333333333,left_240x20_fixed
468,5,0.6000000000000001,3,0.5598086124401914,left_240x20_fixed
469,5,0.6000000000000001,4,0.6220095693779905,left_240x20_fixed
470,5,0.8,0,0.5857142857142857,left_240x20_fixed
471,5,0.8,1,0.6476190476190476,left_240x20_fixed
472,5,0.8,2,0.6428571428571429,left_240x20_fixed
473,5,0.8,3,0.569377990430622,left_240x20_fixed
474,5,0.8,4,0.6220095693779905,left_240x20_fixed
475,5,1,0,0.6428571428571429,left_240x20_fixed
476,5,1,1,0.6238095238095238,left_240x20_fixed
477,5,1,2,0.6333333333333333,left_240x20_fixed
478,5,1,3,0.6076555023923444,left_240x20_fixed
479,5,1,4,0.6028708133971292,left_240x20_fixed
480,5,2,0,0.580952380952381,left_240x20_fixed
481,5,2,1,0.6285714285714286,left_240x20_fixed
482,5,2,2,0.6333333333333333,left_240x20_fixed
483,5,2,3,0.583732057416268,left_240x20_fixed
484,5,2,4,0.583732057416268,left_240x20_fixed
485,5,3,0,0.6285714285714286,left_240x20_fixed
486,5,3,1,0.6238095238095238,left_240x20_fixed
487,5,3,2,0.6285714285714286,left_240x20_fixed
488,5,3,3,0.5980861244019139,left_240x20_fixed
489,5,3,4,0.5789473684210527,left_240x20_fixed
490,5,4,0,0.6,left_240x20_fixed
491,5,4,1,0.6142857142857143,left_240x20_fixed
492,5,4,2,0.6142857142857143,left_240x20_fixed
493,5,4,3,0.6028708133971292,left_240x20_fixed
494,5,4,4,0.583732057416268,left_240x20_fixed
495,5,5,0,0.6285714285714286,left_240x20_fixed
496,5,5,1,0.580952380952381,left_240x20_fixed
497,5,5,2,0.6666666666666666,left_240x20_fixed
498,5,5,3,0.5885167464114832,left_240x20_fixed
499,5,5,4,0.583732057416268,left_240x20_fixed
500,6,0.0,0,0.6,left_240x20_fixed
501,6,0.0,1,0.6285714285714286,left_240x20_fixed
502,6,0.0,2,0.5904761904761905,left_240x20_fixed
503,6,0.0,3,0.569377990430622,left_240x20_fixed
504,6,0.0,4,0.5789473684210527,left_240x20_fixed
505,6,0.2,0,0.5857142857142857,left_240x20_fixed
506,6,0.2,1,0.6571428571428571,left_240x20_fixed
507,6,0.2,2,0.6190476190476191,left_240x20_fixed
508,6,0.2,3,0.5885167464114832,left_240x20_fixed
509,6,0.2,4,0.631578947368421,left_240x20_fixed
510,6,0.4,0,0.6238095238095238,left_240x20_fixed
511,6,0.4,1,0.6190476190476191,left_240x20_fixed
512,6,0.4,2,0.638095238095238,left_240x20_fixed
513,6,0.4,3,0.6124401913875598,left_240x20_fixed
514,6,0.4,4,0.5885167464114832,left_240x20_fixed
515,6,0.6000000000000001,0,0.580952380952381,left_240x20_fixed
516,6,0.6000000000000001,1,0.6142857142857143,left_240x20_fixed
517,6,0.6000000000000001,2,0.6190476190476191,left_240x20_fixed
518,6,0.6000000000000001,3,0.5789473684210527,left_240x20_fixed
519,6,0.6000000000000001,4,0.6267942583732058,left_240x20_fixed
520,6,0.8,0,0.6047619047619047,left_240x20_fixed
521,6,0.8,1,0.638095238095238,left_240x20_fixed
522,6,0.8,2,0.6047619047619047,left_240x20_fixed
523,6,0.8,3,0.6124401913875598,left_240x20_fixed
524,6,0.8,4,0.5933014354066986,left_240x20_fixed
525,6,1,0,0.6,left_240x20_fixed
526,6,1,1,0.6333333333333333,left_240x20_fixed
527,6,1,2,0.6476190476190476,left_240x20_fixed
528,6,1,3,0.5789473684210527,left_240x20_fixed
529,6,1,4,0.6124401913875598,left_240x20_fixed
530,6,2,0,0.5857142857142857,left_240x20_fixed
531,6,2,1,0.6095238095238096,left_240x20_fixed
532,6,2,2,0.6190476190476191,left_240x20_fixed
533,6,2,3,0.6028708133971292,left_240x20_fixed
534,6,2,4,0.6220095693779905,left_240x20_fixed
535,6,3,0,0.6047619047619047,left_240x20_fixed
536,6,3,1,0.6428571428571429,left_240x20_fixed
537,6,3,2,0.638095238095238,left_240x20_fixed
538,6,3,3,0.5789473684210527,left_240x20_fixed
539,6,3,4,0.6172248803827751,left_240x20_fixed
