,param_learning_rate,param_n_estimators,split,accuracy,dataset
2470,0.1,40,0,0.5952380952380952,left_240x40_fixed
2471,0.1,40,1,0.6285714285714286,left_240x40_fixed
2472,0.1,40,2,0.5666666666666667,left_240x40_fixed
2473,0.1,40,3,0.569377990430622,left_240x40_fixed
2474,0.1,40,4,0.6411483253588517,left_240x40_fixed
2475,0.1,50,0,0.580952380952381,left_240x40_fixed
2476,0.1,50,1,0.6476190476190476,left_240x40_fixed
2477,0.1,50,2,0.5523809523809524,left_240x40_fixed
2478,0.1,50,3,0.5645933014354066,left_240x40_fixed
2479,0.1,50,4,0.6172248803827751,left_240x40_fixed
2480,0.1,60,0,0.5904761904761905,left_240x40_fixed
2481,0.1,60,1,0.6428571428571429,left_240x40_fixed
2482,0.1,60,2,0.5666666666666667,left_240x40_fixed
2483,0.1,60,3,0.569377990430622,left_240x40_fixed
2484,0.1,60,4,0.5885167464114832,left_240x40_fixed
2485,0.1,70,0,0.6190476190476191,left_240x40_fixed
2486,0.1,70,1,0.6428571428571429,left_240x40_fixed
2487,0.1,70,2,0.5571428571428572,left_240x40_fixed
2488,0.1,70,3,0.5885167464114832,left_240x40_fixed
2489,0.1,70,4,0.5980861244019139,left_240x40_fixed
2490,0.1,80,0,0.6190476190476191,left_240x40_fixed
2491,0.1,80,1,0.6285714285714286,left_240x40_fixed
2492,0.1,80,2,0.5619047619047619,left_240x40_fixed
2493,0.1,80,3,0.5933014354066986,left_240x40_fixed
2494,0.1,80,4,0.631578947368421,left_240x40_fixed
2495,0.1,90,0,0.6285714285714286,left_240x40_fixed
2496,0.1,90,1,0.6333333333333333,left_240x40_fixed
2497,0.1,90,2,0.5761904761904761,left_240x40_fixed
2498,0.1,90,3,0.6028708133971292,left_240x40_fixed
2499,0.1,90,4,0.6267942583732058,left_240x40_fixed
2500,0.01,510,0,0.8866995073891626,M41
2501,0.01,510,1,0.8817733990147784,M41
2502,0.01,510,2,0.8916256157635468,M41
2503,0.01,510,3,0.9113300492610837,M41
2504,0.01,510,4,0.8374384236453202,M41
2505,0.01,520,0,0.8866995073891626,M41
2506,0.01,520,1,0.8817733990147784,M41
2507,0.01,520,2,0.8916256157635468,M41
2508,0.01,520,3,0.9113300492610837,M41
2509,0.01,520,4,0.8374384236453202,M41
2510,0.01,530,0,0.8866995073891626,M41
2511,0.01,530,1,0.8817733990147784,M41
2512,0.01,530,2,0.8916256157635468,M41
2513,0.01,530,3,0.9113300492610837,M41
2514,0.01,530,4,0.8374384236453202,M41
2515,0.01,540,0,0.8866995073891626,M41
2516,0.01,540,1,0.8817733990147784,M41
2517,0.01,540,2,0.8916256157635468,M41
2518,0.01,540,3,0.9113300492610837,M41
2519,0.01,540,4,0.8374384236453202,M41
2520,0.01,550,0,0.8817733990147784,M41
2521,0.01,550,1,0.8817733990147784,M41
2522,0.01,550,2,0.8916256157635468,M41
2523,0.01,550,3,0.9113300492610837,M41
2524,0.01,550,4,0.8325123152709359,M41
2525,0.01,560,0,0.8817733990147784,M41
2526,0.01,560,1,0.8817733990147784,M41
2527,0.01,560,2,0.8916256157635468,M41
2528,0.01,560,3,0.9113300492610837,M41
2529,0.01,560,4,0.8325123152709359,M41
2530,0.01,570,0,0.8817733990147784,M41
2531,0.01,570,1,0.8817733990147784,M41
2532,0.01,570,2,0.8916256157635468,M41
2533,0.01,570,3,0.9113300492610837,M41
2534,0.01,570,4,0.8325123152709359,M41
2535,0.01,580,0,0.8866995073891626,M41
2536,0.01,580,1,0.8817733990147784,M41
2537,0.01,580,2,0.8916256157635468,M41
2538,0.01,580,3,0.9113300492610837,M41
2539,0.01,580,4,0.8325123152709359,M41
2540,0.01,590,0,0.8866995073891626,M41
2541,0.01,590,1,0.8817733990147784,M41
2542,0.01,590,2,0.8916256157635468,M41
2543,0.01,590,3,0.9113300492610837,M41
2544,0.01,590,4,0.8325123152709359,M41
2545,0.01,600,0,0.8866995073891626,M41
2546,0.01,600,1,0.8817733990147784,M41
2547,0.01,600,2,0.8916256157635468,M41
2548,0.01,600,3,0.9113300492610837,M41
2549,0.01,600,4,0.8325123152709359,M41
2550,0.01,610,0,0.8866995073891626,M41
2551,0.01,610,1,0.8817733990147784,M41
2552,0.01,610,2,0.8916256157635468,M41
2553,0.01,610,3,0.9113300492610837,M41
2554,0.01,610,4,0.8325123152709359,M41
2555,0.02,190,0,0.8817733990147784,M41
2556,0.02,190,1,0.8817733990147784,M41
2557,0.02,190,2,0.896551724137931,M41
2558,0.02,190,3,0.916256157635468,M41
2559,0.02,190,4,0.8423645320197044,M41
2560,0.02,200,0,0.8817733990147784,M41
2561,0.02,200,1,0.8817733990147784,M41
2562,0.02,200,2,0.896551724137931,M41
2563,0.02,200,3,0.9113300492610837,M41
2564,0.02,200,4,0.8423645320197044,M41
2565,0.02,210,0,0.8817733990147784,M41
2566,0.02,210,1,0.8817733990147784,M41
2567,0.02,210,2,0.896551724137931,M41
2568,0.02,210,3,0.9113300492610837,M41
2569,0.02,210,4,0.8423645320197044,M41
2570,0.02,220,0,0.8768472906403941,M41
2571,0.02,220,1,0.8817733990147784,M41
2572,0.02,220,2,0.896551724137931,M41
2573,0.02,220,3,0.9113300492610837,M41
2574,0.02,220,4,0.8423645320197044,M41
2575,0.02,230,0,0.8817733990147784,M41
2576,0.02,230,1,0.8817733990147784,M41
2577,0.02,230,2,0.896551724137931,M41
2578,0.02,230,3,0.9113300492610837,M41
2579,0.02,230,4,0.8423645320197044,M41
2580,0.02,240,0,0.8817733990147784,M41
2581,0.02,240,1,0.8817733990147784,M41
2582,0.02,240,2,0.896551724137931,M41
2583,0.02,240,3,0.9113300492610837,M41
2584,0.02,240,4,0.8374384236453202,M41
2585,0.02,250,0,0.8817733990147784,M41
2586,0.02,250,1,0.8817733990147784,M41
2587,0.02,250,2,0.896551724137931,M41
2588,0.02,250,3,0.9113300492610837,M41
2589,0.02,250,4,0.8374384236453202,M41
2590,0.02,260,0,0.8817733990147784,M41
2591,0.02,260,1,0.8817733990147784,M41
2592,0.02,260,2,0.896551724137931,M41
2593,0.02,260,3,0.9113300492610837,M41
2594,0.02,260,4,0.8374384236453202,M41
2595,0.02,270,0,0.8817733990147784,M41
2596,0.02,270,1,0.8817733990147784,M41
2597,0.02,270,2,0.896551724137931,M41
2598,0.02,270,3,0.9064039408866995,M41
2599,0.02,270,4,0.8374384236453202,M41
2600,0.02,280,0,0.8817733990147784,M41
2601,0.02,280,1,0.8817733990147784,M41
2602,0.02,280,2,0.896551724137931,M41
2603,0.02,280,3,0.9064039408866995,M41
2604,0.02,280,4,0.8374384236453202,M41
2605,0.02,290,0,0.8817733990147784,M41
2606,0.02,290,1,0.8817733990147784,M41
2607,0.02,290,2,0.896551724137931,M41
2608,0.02,290,3,0.9064039408866995,M41
2609,0.02,290,4,0.8374384236453202,M41
2610,0.03,100,0,0.8866995073891626,M41
2611,0.03,100,1,0.8866995073891626,M41
2612,0.03,100,2,0.9014778325123153,M41
2613,0.03,100,3,0.916256157635468,M41
2614,0.03,100,4,0.8423645320197044,M41
2615,0.03,110,0,0.8866995073891626,M41
2616,0.03,110,1,0.8817733990147784,M41
2617,0.03,110,2,0.9014778325123153,M41
2618,0.03,110,3,0.916256157635468,M41
2619,0.03,110,4,0.8423645320197044,M41
2620,0.03,120,0,0.8866995073891626,M41
2621,0.03,120,1,0.8817733990147784,M41
2622,0.03,120,2,0.9014778325123153,M41
2623,0.03,120,3,0.916256157635468,M41
2624,0.03,120,4,0.8423645320197044,M41
2625,0.03,130,0,0.8866995073891626,M41
2626,0.03,130,1,0.8817733990147784,M41
2627,0.03,130,2,0.9014778325123153,M41
2628,0.03,130,3,0.916256157635468,M41
2629,0.03,130,4,0.8423645320197044,M41
2630,0.03,140,0,0.8866995073891626,M41
2631,0.03,140,1,0.8768472906403941,M41
2632,0.03,140,2,0.9014778325123153,M41
2633,0.03,140,3,0.9113300492610837,M41
2634,0.03,140,4,0.8423645320197044,M41
2635,0.03,150,0,0.8866995073891626,M41
2636,0.03,150,1,0.8768472906403941,M41
2637,0.03,150,2,0.9014778325123153,M41
2638,0.03,150,3,0.9113300492610837,M41
2639,0.03,150,4,0.8423645320197044,M41
2640,0.03,160,0,0.8866995073891626,M41
2641,0.03,160,1,0.8768472906403941,M41
2642,0.03,160,2,0.896551724137931,M41
2643,0.03,160,3,0.916256157635468,M41
2644,0.03,160,4,0.8423645320197044,M41
2645,0.03,170,0,0.8866995073891626,M41
2646,0.03,170,1,0.8768472906403941,M41
2647,0.03,170,2,0.896551724137931,M41
2648,0.03,170,3,0.9113300492610837,M41
2649,0.03,170,4,0.8423645320197044,M41
2650,0.03,180,0,0.8866995073891626,M41
2651,0.03,180,1,0.8768472906403941,M41
2652,0.03,180,2,0.9014778325123153,M41
2653,0.03,180,3,0.9113300492610837,M41
2654,0.03,180,4,0.8423645320197044,M41
2655,0.03,190,0,0.8866995073891626,M41
2656,0.03,190,1,0.8768472906403941,M41
2657,0.03,190,2,0.896551724137931,M41
2658,0.03,190,3,0.9113300492610837,M41
2659,0.03,190,4,0.8423645320197044,M41
2660,0.03,200,0,0.8866995073891626,M41
2661,0.03,200,1,0.8719211822660099,M41
2662,0.03,200,2,0.896551724137931,M41
2663,0.03,200,3,0.9113300492610837,M41
2664,0.03,200,4,0.8423645320197044,M41
2665,0.04,90,0,0.8866995073891626,M41
2666,0.04,90,1,0.8817733990147784,M41
2667,0.04,90,2,0.9064039408866995,M41
2668,0.04,90,3,0.916256157635468,M41
2669,0.04,90,4,0.8374384236453202,M41
2670,0.04,100,0,0.8866995073891626,M41
2671,0.04,100,1,0.8817733990147784,M41
2672,0.04,100,2,0.9014778325123153,M41
2673,0.04,100,3,0.9113300492610837,M41
2674,0.04,100,4,0.8374384236453202,M41
2675,0.04,110,0,0.8817733990147784,M41
2676,0.04,110,1,0.8817733990147784,M41
2677,0.04,110,2,0.896551724137931,M41
2678,0.04,110,3,0.916256157635468,M41
2679,0.04,110,4,0.8374384236453202,M41
2680,0.04,120,0,0.8866995073891626,M41
2681,0.04,120,1,0.8817733990147784,M41
2682,0.04,120,2,0.896551724137931,M41
2683,0.04,120,3,0.9113300492610837,M41
2684,0.04,120,4,0.8374384236453202,M41
2685,0.04,130,0,0.8866995073891626,M41
2686,0.04,130,1,0.8817733990147784,M41
2687,0.04,130,2,0.896551724137931,M41
2688,0.04,130,3,0.916256157635468,M41
2689,0.04,130,4,0.8374384236453202,M41
2690,0.04,140,0,0.8866995073891626,M41
2691,0.04,140,1,0.8817733990147784,M41
2692,0.04,140,2,0.896551724137931,M41
2693,0.04,140,3,0.916256157635468,M41
2694,0.04,140,4,0.8374384236453202,M41
2695,0.04,150,0,0.8866995073891626,M41
2696,0.04,150,1,0.8768472906403941,M41
2697,0.04,150,2,0.9064039408866995,M41
2698,0.04,150,3,0.9113300492610837,M41
2699,0.04,150,4,0.8374384236453202,M41
2700,0.04,160,0,0.8866995073891626,M41
2701,0.04,160,1,0.8768472906403941,M41
2702,0.04,160,2,0.9064039408866995,M41
2703,0.04,160,3,0.916256157635468,M41
2704,0.04,160,4,0.8374384236453202,M41
2705,0.04,170,0,0.8866995073891626,M41
2706,0.04,170,1,0.8768472906403941,M41
2707,0.04,170,2,0.9113300492610837,M41
2708,0.04,170,3,0.916256157635468,M41
2709,0.04,170,4,0.8374384236453202,M41
2710,0.04,180,0,0.8866995073891626,M41
2711,0.04,180,1,0.8768472906403941,M41
2712,0.04,180,2,0.9064039408866995,M41
2713,0.04,180,3,0.916256157635468,M41
2714,0.04,180,4,0.8374384236453202,M41
2715,0.04,190,0,0.8817733990147784,M41
2716,0.04,190,1,0.8719211822660099,M41
2717,0.04,190,2,0.896551724137931,M41
2718,0.04,190,3,0.916256157635468,M41
2719,0.04,190,4,0.8374384236453202,M41
2720,0.05,50,0,0.8817733990147784,M41
2721,0.05,50,1,0.8817733990147784,M41
2722,0.05,50,2,0.9113300492610837,M41
2723,0.05,50,3,0.916256157635468,M41
2724,0.05,50,4,0.8423645320197044,M41
2725,0.05,60,0,0.8817733990147784,M41
2726,0.05,60,1,0.8866995073891626,M41
2727,0.05,60,2,0.9064039408866995,M41
2728,0.05,60,3,0.916256157635468,M41
2729,0.05,60,4,0.8423645320197044,M41
2730,0.05,70,0,0.8817733990147784,M41
2731,0.05,70,1,0.8866995073891626,M41
2732,0.05,70,2,0.9064039408866995,M41
2733,0.05,70,3,0.916256157635468,M41
2734,0.05,70,4,0.8423645320197044,M41
2735,0.05,80,0,0.8817733990147784,M41
2736,0.05,80,1,0.8866995073891626,M41
2737,0.05,80,2,0.9064039408866995,M41
2738,0.05,80,3,0.916256157635468,M41
2739,0.05,80,4,0.8423645320197044,M41
2740,0.05,90,0,0.8817733990147784,M41
2741,0.05,90,1,0.8817733990147784,M41
2742,0.05,90,2,0.896551724137931,M41
2743,0.05,90,3,0.916256157635468,M41
2744,0.05,90,4,0.8423645320197044,M41
2745,0.05,100,0,0.8817733990147784,M41
2746,0.05,100,1,0.8768472906403941,M41
2747,0.05,100,2,0.896551724137931,M41
2748,0.05,100,3,0.916256157635468,M41
2749,0.05,100,4,0.8423645320197044,M41
2750,0.05,110,0,0.8768472906403941,M41
2751,0.05,110,1,0.8768472906403941,M41
2752,0.05,110,2,0.896551724137931,M41
2753,0.05,110,3,0.916256157635468,M41
2754,0.05,110,4,0.8423645320197044,M41
2755,0.05,120,0,0.8768472906403941,M41
2756,0.05,120,1,0.8768472906403941,M41
2757,0.05,120,2,0.896551724137931,M41
2758,0.05,120,3,0.9064039408866995,M41
2759,0.05,120,4,0.8374384236453202,M41
2760,0.05,130,0,0.8768472906403941,M41
2761,0.05,130,1,0.8768472906403941,M41
2762,0.05,130,2,0.896551724137931,M41
2763,0.05,130,3,0.9064039408866995,M41
2764,0.05,130,4,0.8374384236453202,M41
2765,0.05,140,0,0.8768472906403941,M41
2766,0.05,140,1,0.8768472906403941,M41
2767,0.05,140,2,0.8916256157635468,M41
2768,0.05,140,3,0.9064039408866995,M41
2769,0.05,140,4,0.8374384236453202,M41
2770,0.05,150,0,0.8768472906403941,M41
2771,0.05,150,1,0.8768472906403941,M41
2772,0.05,150,2,0.8916256157635468,M41
2773,0.05,150,3,0.9014778325123153,M41
2774,0.05,150,4,0.8374384236453202,M41
2775,0.06,50,0,0.8866995073891626,M41
2776,0.06,50,1,0.8866995073891626,M41
2777,0.06,50,2,0.9113300492610837,M41
2778,0.06,50,3,0.916256157635468,M41
2779,0.06,50,4,0.8374384236453202,M41
2780,0.06,60,0,0.8866995073891626,M41
2781,0.06,60,1,0.8817733990147784,M41
2782,0.06,60,2,0.9113300492610837,M41
2783,0.06,60,3,0.916256157635468,M41
2784,0.06,60,4,0.8423645320197044,M41
2785,0.06,70,0,0.8817733990147784,M41
2786,0.06,70,1,0.8768472906403941,M41
2787,0.06,70,2,0.9113300492610837,M41
2788,0.06,70,3,0.916256157635468,M41
2789,0.06,70,4,0.8423645320197044,M41
2790,0.06,80,0,0.8866995073891626,M41
2791,0.06,80,1,0.8768472906403941,M41
2792,0.06,80,2,0.9064039408866995,M41
2793,0.06,80,3,0.9064039408866995,M41
2794,0.06,80,4,0.8374384236453202,M41
2795,0.06,90,0,0.8866995073891626,M41
2796,0.06,90,1,0.8768472906403941,M41
2797,0.06,90,2,0.9113300492610837,M41
2798,0.06,90,3,0.9113300492610837,M41
2799,0.06,90,4,0.8374384236453202,M41
2800,0.06,100,0,0.8817733990147784,M41
2801,0.06,100,1,0.8768472906403941,M41
2802,0.06,100,2,0.9113300492610837,M41
2803,0.06,100,3,0.9113300492610837,M41
2804,0.06,100,4,0.8374384236453202,M41
2805,0.06,110,0,0.8817733990147784,M41
2806,0.06,110,1,0.8768472906403941,M41
2807,0.06,110,2,0.9064039408866995,M41
2808,0.06,110,3,0.9014778325123153,M41
2809,0.06,110,4,0.8374384236453202,M41
2810,0.06,120,0,0.8817733990147784,M41
2811,0.06,120,1,0.8719211822660099,M41
2812,0.06,120,2,0.9014778325123153,M41
2813,0.06,120,3,0.9064039408866995,M41
2814,0.06,120,4,0.8374384236453202,M41
2815,0.06,130,0,0.8817733990147784,M41
2816,0.06,130,1,0.8719211822660099,M41
2817,0.06,130,2,0.896551724137931,M41
2818,0.06,130,3,0.9064039408866995,M41
2819,0.06,130,4,0.8374384236453202,M41
2820,0.06,140,0,0.8817733990147784,M41
2821,0.06,140,1,0.8719211822660099,M41
2822,0.06,140,2,0.896551724137931,M41
2823,0.06,140,3,0.9064039408866995,M41
2824,0.06,140,4,0.8275862068965517,M41
2825,0.06,150,0,0.8817733990147784,M41
2826,0.06,150,1,0.8719211822660099,M41
2827,0.06,150,2,0.8916256157635468,M41
2828,0.06,150,3,0.9014778325123153,M41
2829,0.06,150,4,0.8325123152709359,M41
2830,0.07,20,0,0.8866995073891626,M41
2831,0.07,20,1,0.8817733990147784,M41
2832,0.07,20,2,0.9113300492610837,M41
2833,0.07,20,3,0.916256157635468,M41
2834,0.07,20,4,0.8423645320197044,M41
2835,0.07,30,0,0.8866995073891626,M41
2836,0.07,30,1,0.8768472906403941,M41
2837,0.07,30,2,0.9113300492610837,M41
2838,0.07,30,3,0.9113300492610837,M41
2839,0.07,30,4,0.8423645320197044,M41
2840,0.07,40,0,0.8866995073891626,M41
2841,0.07,40,1,0.8719211822660099,M41
2842,0.07,40,2,0.9113300492610837,M41
2843,0.07,40,3,0.9113300492610837,M41
2844,0.07,40,4,0.8423645320197044,M41
2845,0.07,50,0,0.8866995073891626,M41
2846,0.07,50,1,0.8768472906403941,M41
2847,0.07,50,2,0.9113300492610837,M41
2848,0.07,50,3,0.916256157635468,M41
2849,0.07,50,4,0.8423645320197044,M41
2850,0.07,60,0,0.8817733990147784,M41
2851,0.07,60,1,0.8768472906403941,M41
2852,0.07,60,2,0.9064039408866995,M41
2853,0.07,60,3,0.9113300492610837,M41
2854,0.07,60,4,0.8423645320197044,M41
2855,0.07,70,0,0.8817733990147784,M41
2856,0.07,70,1,0.8719211822660099,M41
2857,0.07,70,2,0.9064039408866995,M41
2858,0.07,70,3,0.9064039408866995,M41
2859,0.07,70,4,0.8423645320197044,M41
2860,0.07,80,0,0.8817733990147784,M41
2861,0.07,80,1,0.8768472906403941,M41
2862,0.07,80,2,0.9064039408866995,M41
2863,0.07,80,3,0.9064039408866995,M41
2864,0.07,80,4,0.8374384236453202,M41
2865,0.07,90,0,0.8817733990147784,M41
2866,0.07,90,1,0.8768472906403941,M41
2867,0.07,90,2,0.9064039408866995,M41
2868,0.07,90,3,0.9064039408866995,M41
2869,0.07,90,4,0.8275862068965517,M41
2870,0.07,100,0,0.8817733990147784,M41
2871,0.07,100,1,0.8768472906403941,M41
2872,0.07,100,2,0.8916256157635468,M41
2873,0.07,100,3,0.9064039408866995,M41
2874,0.07,100,4,0.8275862068965517,M41
2875,0.07,110,0,0.8817733990147784,M41
2876,0.07,110,1,0.8768472906403941,M41
2877,0.07,110,2,0.8916256157635468,M41
2878,0.07,110,3,0.9064039408866995,M41
2879,0.07,110,4,0.8275862068965517,M41
2880,0.07,120,0,0.8817733990147784,M41
2881,0.07,120,1,0.8768472906403941,M41
2882,0.07,120,2,0.8866995073891626,M41
2883,0.07,120,3,0.9064039408866995,M41
2884,0.07,120,4,0.8226600985221675,M41
2885,0.08,10,0,0.8866995073891626,M41
2886,0.08,10,1,0.8768472906403941,M41
2887,0.08,10,2,0.9064039408866995,M41
2888,0.08,10,3,0.916256157635468,M41
2889,0.08,10,4,0.8423645320197044,M41
2890,0.08,20,0,0.8866995073891626,M41
2891,0.08,20,1,0.8817733990147784,M41
2892,0.08,20,2,0.9113300492610837,M41
2893,0.08,20,3,0.916256157635468,M41
2894,0.08,20,4,0.8423645320197044,M41
2895,0.08,30,0,0.8817733990147784,M41
2896,0.08,30,1,0.8817733990147784,M41
2897,0.08,30,2,0.9113300492610837,M41
2898,0.08,30,3,0.916256157635468,M41
2899,0.08,30,4,0.8423645320197044,M41
2900,0.08,40,0,0.8719211822660099,M41
2901,0.08,40,1,0.8866995073891626,M41
2902,0.08,40,2,0.9113300492610837,M41
2903,0.08,40,3,0.916256157635468,M41
2904,0.08,40,4,0.8423645320197044,M41
2905,0.08,50,0,0.8768472906403941,M41
2906,0.08,50,1,0.8866995073891626,M41
2907,0.08,50,2,0.9113300492610837,M41
2908,0.08,50,3,0.916256157635468,M41
2909,0.08,50,4,0.8374384236453202,M41
2910,0.08,60,0,0.8817733990147784,M41
2911,0.08,60,1,0.8768472906403941,M41
2912,0.08,60,2,0.9113300492610837,M41
2913,0.08,60,3,0.896551724137931,M41
2914,0.08,60,4,0.8374384236453202,M41
2915,0.08,70,0,0.8817733990147784,M41
2916,0.08,70,1,0.8817733990147784,M41
2917,0.08,70,2,0.9113300492610837,M41
2918,0.08,70,3,0.896551724137931,M41
2919,0.08,70,4,0.8374384236453202,M41
2920,0.08,80,0,0.8817733990147784,M41
2921,0.08,80,1,0.8817733990147784,M41
2922,0.08,80,2,0.9014778325123153,M41
2923,0.08,80,3,0.9014778325123153,M41
2924,0.08,80,4,0.8325123152709359,M41
2925,0.08,90,0,0.8817733990147784,M41
2926,0.08,90,1,0.8817733990147784,M41
2927,0.08,90,2,0.9014778325123153,M41
2928,0.08,90,3,0.9014778325123153,M41
2929,0.08,90,4,0.8325123152709359,M41
2930,0.08,100,0,0.8768472906403941,M41
2931,0.08,100,1,0.8719211822660099,M41
2932,0.08,100,2,0.9014778325123153,M41
2933,0.08,100,3,0.9064039408866995,M41
2934,0.08,100,4,0.8275862068965517,M41
2935,0.08,110,0,0.8768472906403941,M41
2936,0.08,110,1,0.8768472906403941,M41
2937,0.08,110,2,0.9014778325123153,M41
2938,0.08,110,3,0.9014778325123153,M41
2939,0.08,110,4,0.8275862068965517,M41
2940,0.09,10,0,0.8866995073891626,M41
2941,0.09,10,1,0.8817733990147784,M41
2942,0.09,10,2,0.9064039408866995,M41
2943,0.09,10,3,0.916256157635468,M41
2944,0.09,10,4,0.8423645320197044,M41
2945,0.09,20,0,0.8866995073891626,M41
2946,0.09,20,1,0.8817733990147784,M41
2947,0.09,20,2,0.9064039408866995,M41
2948,0.09,20,3,0.916256157635468,M41
2949,0.09,20,4,0.8423645320197044,M41
2950,0.09,30,0,0.8768472906403941,M41
2951,0.09,30,1,0.8768472906403941,M41
2952,0.09,30,2,0.9113300492610837,M41
2953,0.09,30,3,0.9113300492610837,M41
2954,0.09,30,4,0.8423645320197044,M41
2955,0.09,40,0,0.8768472906403941,M41
2956,0.09,40,1,0.8768472906403941,M41
2957,0.09,40,2,0.9064039408866995,M41
2958,0.09,40,3,0.9113300492610837,M41
2959,0.09,40,4,0.8423645320197044,M41
2960,0.09,50,0,0.8768472906403941,M41
2961,0.09,50,1,0.8817733990147784,M41
2962,0.09,50,2,0.9014778325123153,M41
2963,0.09,50,3,0.9113300492610837,M41
2964,0.09,50,4,0.8374384236453202,M41
2965,0.09,60,0,0.8817733990147784,M41
2966,0.09,60,1,0.8866995073891626,M41
2967,0.09,60,2,0.9014778325123153,M41
2968,0.09,60,3,0.9113300492610837,M41
2969,0.09,60,4,0.8325123152709359,M41
2970,0.09,70,0,0.8817733990147784,M41
2971,0.09,70,1,0.8817733990147784,M41
2972,0.09,70,2,0.896551724137931,M41
2973,0.09,70,3,0.9113300492610837,M41
2974,0.09,70,4,0.8275862068965517,M41
2975,0.09,80,0,0.8817733990147784,M41
2976,0.09,80,1,0.8817733990147784,M41
2977,0.09,80,2,0.896551724137931,M41
2978,0.09,80,3,0.916256157635468,M41
2979,0.09,80,4,0.8275862068965517,M41
2980,0.09,90,0,0.8817733990147784,M41
2981,0.09,90,1,0.8768472906403941,M41
2982,0.09,90,2,0.896551724137931,M41
2983,0.09,90,3,0.916256157635468,M41
2984,0.09,90,4,0.8275862068965517,M41
2985,0.1,10,0,0.8866995073891626,M41
2986,0.1,10,1,0.8817733990147784,M41
2987,0.1,10,2,0.9064039408866995,M41
2988,0.1,10,3,0.916256157635468,M41
2989,0.1,10,4,0.8423645320197044,M41
2990,0.1,20,0,0.8817733990147784,M41
2991,0.1,20,1,0.8817733990147784,M41
2992,0.1,20,2,0.9113300492610837,M41
2993,0.1,20,3,0.916256157635468,M41
2994,0.1,20,4,0.8423645320197044,M41
2995,0.1,30,0,0.8817733990147784,M41
2996,0.1,30,1,0.8768472906403941,M41
2997,0.1,30,2,0.9064039408866995,M41
2998,0.1,30,3,0.916256157635468,M41
2999,0.1,30,4,0.8423645320197044,M41
3000,0.1,40,0,0.8719211822660099,M41
3001,0.1,40,1,0.8817733990147784,M41
3002,0.1,40,2,0.9014778325123153,M41
3003,0.1,40,3,0.916256157635468,M41
3004,0.1,40,4,0.8325123152709359,M41
3005,0.1,50,0,0.8719211822660099,M41
3006,0.1,50,1,0.8817733990147784,M41
3007,0.1,50,2,0.896551724137931,M41
3008,0.1,50,3,0.9064039408866995,M41
3009,0.1,50,4,0.8325123152709359,M41
3010,0.1,60,0,0.8817733990147784,M41
3011,0.1,60,1,0.8817733990147784,M41
3012,0.1,60,2,0.896551724137931,M41
3013,0.1,60,3,0.9064039408866995,M41
3014,0.1,60,4,0.8325123152709359,M41
3015,0.1,70,0,0.8768472906403941,M41
3016,0.1,70,1,0.8817733990147784,M41
3017,0.1,70,2,0.8916256157635468,M41
3018,0.1,70,3,0.9113300492610837,M41
3019,0.1,70,4,0.8325123152709359,M41
3020,0.1,80,0,0.8768472906403941,M41
3021,0.1,80,1,0.8817733990147784,M41
3022,0.1,80,2,0.896551724137931,M41
3023,0.1,80,3,0.9113300492610837,M41
3024,0.1,80,4,0.8275862068965517,M41
3025,0.1,90,0,0.8768472906403941,M41
3026,0.1,90,1,0.8817733990147784,M41
3027,0.1,90,2,0.8866995073891626,M41
3028,0.1,90,3,0.9064039408866995,M41
3029,0.1,90,4,0.8275862068965517,M41
3030,0.01,280,0,0.5528846153846154,right_240x20
3031,0.01,280,1,0.6394230769230769,right_240x20
3032,0.01,280,2,0.5576923076923077,right_240x20
3033,0.01,280,3,0.6009615384615384,right_240x20
3034,0.01,280,4,0.625,right_240x20
3035,0.01,290,0,0.5576923076923077,right_240x20
3036,0.01,290,1,0.6394230769230769,right_240x20
3037,0.01,290,2,0.5673076923076923,right_240x20
3038,0.01,290,3,0.6057692307692307,right_240x20
3039,0.01,290,4,0.6346153846153846,right_240x20
3040,0.01,300,0,0.5576923076923077,right_240x20
3041,0.01,300,1,0.6442307692307693,right_240x20
3042,0.01,300,2,0.5769230769230769,right_240x20
3043,0.01,300,3,0.6153846153846154,right_240x20
3044,0.01,300,4,0.6298076923076923,right_240x20
3045,0.01,310,0,0.5432692307692307,right_240x20
3046,0.01,310,1,0.6442307692307693,right_240x20
3047,0.01,310,2,0.5817307692307693,right_240x20
3048,0.01,310,3,0.625,right_240x20
3049,0.01,310,4,0.6298076923076923,right_240x20
3050,0.01,320,0,0.5480769230769231,right_240x20
3051,0.01,320,1,0.6442307692307693,right_240x20
3052,0.01,320,2,0.5625,right_240x20
3053,0.01,320,3,0.625,right_240x20
3054,0.01,320,4,0.6298076923076923,right_240x20
3055,0.01,330,0,0.5480769230769231,right_240x20
3056,0.01,330,1,0.6538461538461539,right_240x20
3057,0.01,330,2,0.5625,right_240x20
3058,0.01,330,3,0.6298076923076923,right_240x20
3059,0.01,330,4,0.6153846153846154,right_240x20
3060,0.01,340,0,0.5432692307692307,right_240x20
3061,0.01,340,1,0.6634615384615384,right_240x20
3062,0.01,340,2,0.5625,right_240x20
3063,0.01,340,3,0.6346153846153846,right_240x20
3064,0.01,340,4,0.6201923076923077,right_240x20
3065,0.01,350,0,0.5432692307692307,right_240x20
3066,0.01,350,1,0.6490384615384616,right_240x20
