,database,dataset,partition,method,accuracy
437,UND_GFI,right_240x20_irisbee,3,mlp_5,57.999998331069946
438,UND_GFI,right_240x20_irisbee,4,mlp_0,52.49999761581421
439,UND_GFI,right_240x20_irisbee,4,mlp_1,56.333333253860474
440,UND_GFI,right_240x20_irisbee,4,mlp_2,58.49999785423279
441,UND_GFI,right_240x20_irisbee,4,mlp_3,56.49999976158142
442,UND_GFI,right_240x20_irisbee,4,mlp_4,57.499998807907104
443,UND_GFI,right_240x20_irisbee,4,mlp_5,60.83333492279053
444,UND_GFI,right_240x20_irisbee,5,mlp_0,53.833335638046265
445,UND_GFI,right_240x20_irisbee,5,mlp_1,55.50000071525574
446,UND_GFI,right_240x20_irisbee,5,mlp_2,55.83333373069763
447,UND_GFI,right_240x20_irisbee,5,mlp_3,58.166664838790894
448,UND_GFI,right_240x20_irisbee,5,mlp_4,59.6666693687439
449,UND_GFI,right_240x20_irisbee,5,mlp_5,61.500000953674316
450,UND_GFI,right_240x20_irisbee,6,mlp_0,57.66666531562805
451,UND_GFI,right_240x20_irisbee,6,mlp_1,56.00000023841858
452,UND_GFI,right_240x20_irisbee,6,mlp_2,56.66666626930237
453,UND_GFI,right_240x20_irisbee,6,mlp_3,56.66666626930237
454,UND_GFI,right_240x20_irisbee,6,mlp_4,57.16666579246521
455,UND_GFI,right_240x20_irisbee,6,mlp_5,59.333330392837524
456,UND_GFI,right_240x20_irisbee,7,mlp_0,54.83333468437195
457,UND_GFI,right_240x20_irisbee,7,mlp_1,53.33333611488342
458,UND_GFI,right_240x20_irisbee,7,mlp_2,58.33333134651184
459,UND_GFI,right_240x20_irisbee,7,mlp_3,55.666667222976685
460,UND_GFI,right_240x20_irisbee,7,mlp_4,57.16666579246521
461,UND_GFI,right_240x20_irisbee,7,mlp_5,56.49999976158142
462,UND_GFI,right_240x20_irisbee,8,mlp_0,55.33333420753479
463,UND_GFI,right_240x20_irisbee,8,mlp_1,56.99999928474426
464,UND_GFI,right_240x20_irisbee,8,mlp_2,57.66666531562805
465,UND_GFI,right_240x20_irisbee,8,mlp_3,56.66666626930237
466,UND_GFI,right_240x20_irisbee,8,mlp_4,55.83333373069763
467,UND_GFI,right_240x20_irisbee,8,mlp_5,56.333333253860474
468,UND_GFI,right_240x20_irisbee,9,mlp_0,57.33333230018616
469,UND_GFI,right_240x20_irisbee,9,mlp_1,56.66666626930237
470,UND_GFI,right_240x20_irisbee,9,mlp_2,59.50000286102295
471,UND_GFI,right_240x20_irisbee,9,mlp_3,57.33333230018616
472,UND_GFI,right_240x20_irisbee,9,mlp_4,57.999998331069946
473,UND_GFI,right_240x20_irisbee,9,mlp_5,58.666664361953735
474,UND_GFI,right_240x20_irisbee,10,mlp_0,54.83333468437195
475,UND_GFI,right_240x20_irisbee,10,mlp_1,55.16666769981384
476,UND_GFI,right_240x20_irisbee,10,mlp_2,58.166664838790894
477,UND_GFI,right_240x20_irisbee,10,mlp_3,54.83333468437195
478,UND_GFI,right_240x20_irisbee,10,mlp_4,57.499998807907104
479,UND_GFI,right_240x20_irisbee,10,mlp_5,57.833331823349
